Age,EdLevel,YearsCodePro,DevType,CompanySize,Salary_USD
>35 years old,Bachelor,3,DS/MLE,Large(>1000),91000.0
>35 years old,Doctoral(PhD),7,DS/MLE,Small(1-99),450000.0
>35 years old,Bachelor,23,DE/DA/BA,Large(>1000),149000.0
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),9800.0
>35 years old,Master,10,DE/DA/BA,Large(>1000),3500.0
>35 years old,Doctoral(PhD),12,DS/MLE,Large(>1000),110000.0
>35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),188292.0
>35 years old,Bachelor,20,DS/MLE,Small(1-99),200000.0
18-35 years old,Master,14,DS/MLE,Medium(100-999),122000.0
18-35 years old,Master,9,DE/DA/BA,Small(1-99),290000.0
18-35 years old,Master,10,DE/DA/BA,Large(>1000),92040.0
>35 years old,Master,5,DE/DA/BA,Medium(100-999),120000.0
>35 years old,Doctoral(PhD),9,DS/MLE,Large(>1000),144144.0
>35 years old,Doctoral(PhD),1,DE/DA/BA,Medium(100-999),87000.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),8400.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),67150.0
>35 years old,Bachelor,35,DE/DA/BA,Small(1-99),180000.0
>35 years old,Master,14,DS/MLE,Large(>1000),150000.0
18-35 years old,Doctoral(PhD),2,DS/MLE,Large(>1000),125000.0
18-35 years old,Master,8,DS/MLE,Medium(100-999),6702.4
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),162714.0
>35 years old,Bachelor,14,DE/DA/BA,Large(>1000),134000.0
18-35 years old,Doctoral(PhD),8,DS/MLE,Medium(100-999),100000.0
>35 years old,Bachelor,10,DS/MLE,Medium(100-999),104000.0
>35 years old,Doctoral(PhD),25,DS/MLE,Small(1-99),180000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),88800.0
>35 years old,Bachelor,20,DE/DA/BA,Small(1-99),215000.0
>35 years old,Bachelor,12,DE/DA/BA,Small(1-99),72680.0
18-35 years old,Master,2,DE/DA/BA,Large(>1000),70000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),115000.0
18-35 years old,Doctoral(PhD),3,DS/MLE,Small(1-99),190000.0
>35 years old,Doctoral(PhD),30,DE/DA/BA,Large(>1000),9440.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Large(>1000),103499.99999999999
>35 years old,Master,34,DE/DA/BA,Small(1-99),175000.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),120000.0
18-35 years old,Master,10,DS/MLE,Small(1-99),61360.0
18-35 years old,Doctoral(PhD),2,DE/DA/BA,Large(>1000),75000.0
>35 years old,Master,25,DS/MLE,Small(1-99),7670.0
>35 years old,Master,2,DE/DA/BA,Medium(100-999),56640.0
18-35 years old,Bachelor,11,DE/DA/BA,Large(>1000),4130.0
>35 years old,Doctoral(PhD),8,DS/MLE,Small(1-99),78000.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),28320.0
>35 years old,Master,8,DE/DA/BA,Medium(100-999),114400.0
>35 years old,Master,10,DS/MLE,Large(>1000),100300.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),85000.0
>35 years old,Bachelor,16,DS/MLE,Large(>1000),140000.0
18-35 years old,Bachelor,8,DS/MLE,Large(>1000),150000.0
>35 years old,Master,19,DE/DA/BA,Small(1-99),76700.0
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),61360.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),100000.0
>35 years old,Bachelor,10,DE/DA/BA,Small(1-99),106000.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),78000.0
>35 years old,Master,6,DS/MLE,Medium(100-999),120000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),7700.0
>35 years old,Doctoral(PhD),8,DS/MLE,Large(>1000),165200.0
>35 years old,Doctoral(PhD),5,DS/MLE,Small(1-99),84960.0
>35 years old,Bachelor,14,DE/DA/BA,Small(1-99),95000.0
18-35 years old,Bachelor,1,DS/MLE,Large(>1000),85000.0
18-35 years old,Master,6,DE/DA/BA,Small(1-99),133200.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),37170.0
18-35 years old,Bachelor,14,DE/DA/BA,Medium(100-999),300000.0
>35 years old,Master,17,DS/MLE,Large(>1000),240000.0
18-35 years old,Bachelor,3,DS/MLE,Medium(100-999),100000.0
>35 years old,Doctoral(PhD),17,DS/MLE,Large(>1000),141600.0
>35 years old,Doctoral(PhD),8,DS/MLE,Large(>1000),200600.0
>35 years old,Master,22,DE/DA/BA,Small(1-99),125.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),130000.0
>35 years old,Master,22,DE/DA/BA,Large(>1000),146000.0
>35 years old,Master,15,DS/MLE,Small(1-99),110600.0
18-35 years old,Master,13,DE/DA/BA,Small(1-99),68000.0
>35 years old,Bachelor,19,DE/DA/BA,Medium(100-999),84530.0
>35 years old,Master,8,DE/DA/BA,Small(1-99),140000.0
>35 years old,Master,9,DE/DA/BA,Medium(100-999),190000.0
>35 years old,Bachelor,15,DE/DA/BA,Large(>1000),59000.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),130000.0
>35 years old,Doctoral(PhD),11,DS/MLE,Large(>1000),120000.0
18-35 years old,Master,7,DS/MLE,Large(>1000),380000.0
>35 years old,Master,35,DS/MLE,Large(>1000),125000.0
>35 years old,Bachelor,31,DE/DA/BA,Medium(100-999),74000.0
>35 years old,Bachelor,33,DS/MLE,Medium(100-999),275000.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),62400.0
18-35 years old,Bachelor,11,DE/DA/BA,Small(1-99),88500.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),44840.0
>35 years old,Bachelor,14,DS/MLE,Small(1-99),53100.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),87000.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),94172.0
>35 years old,Master,38,DS/MLE,Medium(100-999),196000.0
18-35 years old,Master,11,DE/DA/BA,Medium(100-999),450000.0
>35 years old,Master,8,DE/DA/BA,Large(>1000),175000.0
>35 years old,Bachelor,16,DE/DA/BA,Large(>1000),206999.99999999997
18-35 years old,Doctoral(PhD),10,DS/MLE,Small(1-99),120000.0
>35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),140000.0
>35 years old,Master,14,DS/MLE,Large(>1000),162800.0
>35 years old,Doctoral(PhD),10,DS/MLE,Medium(100-999),99900.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),324000.0
>35 years old,Bachelor,15,DE/DA/BA,Medium(100-999),250000.0
>35 years old,Bachelor,15,DS/MLE,Large(>1000),140000.0
>35 years old,Master,5,DE/DA/BA,Large(>1000),200000.0
>35 years old,Doctoral(PhD),5,DS/MLE,Large(>1000),96200.0
>35 years old,Bachelor,24,DS/MLE,Medium(100-999),85000.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),8400.0
18-35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),140000.0
18-35 years old,Master,7,DE/DA/BA,Large(>1000),100000.0
18-35 years old,Bachelor,11,DE/DA/BA,Small(1-99),160000.0
18-35 years old,Master,11,DE/DA/BA,Small(1-99),144900.0
>35 years old,Master,8,DE/DA/BA,Large(>1000),195000.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),130000.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),130000.0
>35 years old,Master,20,DS/MLE,Large(>1000),84000.0
>35 years old,Doctoral(PhD),11,DE/DA/BA,Small(1-99),99900.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),140000.0
>35 years old,Master,30,DE/DA/BA,Medium(100-999),180000.0
18-35 years old,Master,3,DS/MLE,Small(1-99),79000.0
18-35 years old,Bachelor,4,DS/MLE,Small(1-99),90000.0
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),100000.0
18-35 years old,Bachelor,1,DE/DA/BA,Small(1-99),210000.0
>35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),315000.0
18-35 years old,Bachelor,8,DE/DA/BA,Large(>1000),98050.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),490.0
18-35 years old,Master,6,DE/DA/BA,Large(>1000),86140.0
18-35 years old,Bachelor,1,DE/DA/BA,Medium(100-999),19600.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),5040.0
>35 years old,Master,30,DE/DA/BA,Small(1-99),133200.0
18-35 years old,Bachelor,1,DS/MLE,Small(1-99),9954.0
>35 years old,Bachelor,16,DE/DA/BA,Medium(100-999),196000.0
18-35 years old,Master,8,DE/DA/BA,Small(1-99),52510.0
>35 years old,Master,21,DE/DA/BA,Large(>1000),70000.0
>35 years old,Bachelor,18,DE/DA/BA,Medium(100-999),95364.06
>35 years old,Bachelor,13,DS/MLE,Small(1-99),71100.0
18-35 years old,Master,3,DS/MLE,Large(>1000),82600.0
>35 years old,Master,20,DE/DA/BA,Small(1-99),112100.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),81400.0
>35 years old,Bachelor,8,DE/DA/BA,Small(1-99),2360.0
>35 years old,Bachelor,25,DE/DA/BA,Large(>1000),47200.0
18-35 years old,Master,6,DS/MLE,Large(>1000),300000.0
18-35 years old,Master,7,DS/MLE,Medium(100-999),84960.0
18-35 years old,Bachelor,1,DE/DA/BA,Medium(100-999),22400.0
>35 years old,Master,30,DE/DA/BA,Large(>1000),55199.99999999999
18-35 years old,Bachelor,1,DS/MLE,Medium(100-999),45540.0
18-35 years old,Master,6,DS/MLE,Large(>1000),88500.0
18-35 years old,Bachelor,12,DS/MLE,Medium(100-999),12600.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),70800.0
>35 years old,Doctoral(PhD),9,DE/DA/BA,Large(>1000),6490.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),40120.0
18-35 years old,Master,5,DS/MLE,Large(>1000),67850.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Large(>1000),59063.99999999999
18-35 years old,Master,Less than 1 year,DE/DA/BA,Medium(100-999),8400.0
>35 years old,Bachelor,15,DE/DA/BA,Small(1-99),8496.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),72000.0
18-35 years old,Master,1,DS/MLE,Medium(100-999),60534.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),177000.0
>35 years old,Master,20,DS/MLE,Large(>1000),3209.6
>35 years old,Doctoral(PhD),15,DS/MLE,Medium(100-999),82600.0
>35 years old,Doctoral(PhD),10,DS/MLE,Medium(100-999),4956.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),62099.99999999999
>35 years old,Master,7,DE/DA/BA,Small(1-99),5900.0
18-35 years old,Master,10,DS/MLE,Small(1-99),141600.0
>35 years old,Master,20,DE/DA/BA,Large(>1000),5428.0
>35 years old,Master,8,DS/MLE,Small(1-99),4071.0
18-35 years old,Doctoral(PhD),2,DS/MLE,Medium(100-999),2537.0
>35 years old,Master,25,DE/DA/BA,Large(>1000),82600.0
18-35 years old,Bachelor,4,DS/MLE,Medium(100-999),53200.0
>35 years old,Doctoral(PhD),15,DS/MLE,Large(>1000),200000.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),31860.0
>35 years old,Master,26,DE/DA/BA,Large(>1000),86140.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),296700.0
>35 years old,Doctoral(PhD),30,DS/MLE,Small(1-99),3540.0
>35 years old,Master,12,DE/DA/BA,Medium(100-999),110399.99999999999
18-35 years old,Master,10,DS/MLE,Small(1-99),37760.0
18-35 years old,Doctoral(PhD),2,DS/MLE,Large(>1000),61360.0
>35 years old,Doctoral(PhD),13,DS/MLE,Large(>1000),74625.56
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),70214.4
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),144900.0
18-35 years old,Master,1,DE/DA/BA,Large(>1000),2950.0
18-35 years old,Master,5,DS/MLE,Small(1-99),53100.0
18-35 years old,Master,9,DE/DA/BA,Medium(100-999),5900.0
18-35 years old,Master,3,DS/MLE,Large(>1000),44840.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),90000.0
>35 years old,Bachelor,13,DS/MLE,Medium(100-999),96760.0
>35 years old,Master,12,DE/DA/BA,Medium(100-999),66080.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),77880.0
18-35 years old,Bachelor,2,DE/DA/BA,Medium(100-999),46256.0
18-35 years old,Master,2,DS/MLE,Small(1-99),53100.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),117299.99999999999
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),1593.0
18-35 years old,Master,11,DS/MLE,Large(>1000),420000.0
>35 years old,Master,25,DE/DA/BA,Large(>1000),4300.0
18-35 years old,Bachelor,10,DS/MLE,Large(>1000),98000.0
>35 years old,Master,16,DS/MLE,Large(>1000),165600.0
18-35 years old,Master,4,DS/MLE,Small(1-99),276000.0
>35 years old,Master,15,DS/MLE,Small(1-99),59000.0
>35 years old,Bachelor,21,DS/MLE,Small(1-99),141600.0
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),69000.0
>35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),197000.0
>35 years old,Bachelor,20,DE/DA/BA,Medium(100-999),215000.0
>35 years old,Bachelor,14,DE/DA/BA,Small(1-99),94400.0
18-35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),82800.0
>35 years old,Master,10,DS/MLE,Medium(100-999),92040.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),76700.0
>35 years old,Doctoral(PhD),38,DE/DA/BA,Large(>1000),41713.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),33600.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),57959.99999999999
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),45540.0
>35 years old,Doctoral(PhD),20,DS/MLE,Medium(100-999),210000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),60180.0
18-35 years old,Master,7,DE/DA/BA,Small(1-99),48144.0
>35 years old,Master,14,DS/MLE,Medium(100-999),82600.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Medium(100-999),57000.0
>35 years old,Bachelor,25,DE/DA/BA,Large(>1000),88320.0
>35 years old,Master,14,DE/DA/BA,Medium(100-999),168267.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),52000.0
18-35 years old,Bachelor,2,DS/MLE,Medium(100-999),83500.0
>35 years old,Doctoral(PhD),10,DE/DA/BA,Small(1-99),76700.0
>35 years old,Bachelor,13,DE/DA/BA,Large(>1000),97940.0
18-35 years old,Master,5,DS/MLE,Small(1-99),70800.0
18-35 years old,Master,3,DS/MLE,Small(1-99),4814.4
18-35 years old,Master,6,DE/DA/BA,Small(1-99),60000.0
18-35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),82800.0
>35 years old,Master,5,DS/MLE,Small(1-99),23600.0
>35 years old,Master,29,DE/DA/BA,Small(1-99),160000.0
>35 years old,Bachelor,16,DS/MLE,Small(1-99),130000.0
>35 years old,Bachelor,23,DE/DA/BA,Medium(100-999),108000.0
18-35 years old,Master,Less than 1 year,DS/MLE,Large(>1000),39200.0
>35 years old,Doctoral(PhD),4,DS/MLE,Large(>1000),87000.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),64859.99999999999
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),79000.0
18-35 years old,Doctoral(PhD),5,DS/MLE,Large(>1000),76700.0
>35 years old,Bachelor,17,DE/DA/BA,Large(>1000),210000.0
>35 years old,Bachelor,11,DE/DA/BA,Medium(100-999),131100.0
18-35 years old,Doctoral(PhD),2,DE/DA/BA,Small(1-99),105000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),180.0
>35 years old,Bachelor,30,DE/DA/BA,Large(>1000),99000.0
>35 years old,Bachelor,10,DE/DA/BA,Small(1-99),110000.0
18-35 years old,Bachelor,1,DE/DA/BA,Medium(100-999),61200.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),145000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),48380.0
>35 years old,Master,7,DE/DA/BA,Small(1-99),6500.0
>35 years old,Master,18,DE/DA/BA,Small(1-99),160000.0
>35 years old,Bachelor,26,DE/DA/BA,Large(>1000),152000.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Large(>1000),61360.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),137500.0
>35 years old,Doctoral(PhD),20,DS/MLE,Large(>1000),4720.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),59200.0
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),54044.0
18-35 years old,Master,Less than 1 year,DE/DA/BA,Large(>1000),31270.0
18-35 years old,Master,14,DE/DA/BA,Medium(100-999),70800.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),5600.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),115340.0
>35 years old,Doctoral(PhD),20,DS/MLE,Large(>1000),138000.0
>35 years old,Master,17,DE/DA/BA,Small(1-99),6500.0
18-35 years old,Master,3,DS/MLE,Small(1-99),61360.0
18-35 years old,Master,8,DS/MLE,Small(1-99),5450.42
18-35 years old,Master,3,DS/MLE,Small(1-99),69000.0
>35 years old,Master,11,DE/DA/BA,Medium(100-999),87000.0
>35 years old,Doctoral(PhD),12,DS/MLE,Large(>1000),70000.0
18-35 years old,Master,3,DS/MLE,Small(1-99),51920.0
18-35 years old,Master,7,DE/DA/BA,Small(1-99),59000.0
18-35 years old,Master,9,DE/DA/BA,Small(1-99),95000.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),150000.0
18-35 years old,Master,7,DS/MLE,Small(1-99),5000.0
>35 years old,Doctoral(PhD),1,DS/MLE,Medium(100-999),66240.0
>35 years old,Bachelor,46,DE/DA/BA,Small(1-99),104000.0
18-35 years old,Master,3,DS/MLE,Small(1-99),55460.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),51000.0
18-35 years old,Master,3,DS/MLE,Large(>1000),77880.0
>35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),44160.0
>35 years old,Master,30,DE/DA/BA,Small(1-99),59000.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),1300.0
>35 years old,Bachelor,20,DE/DA/BA,Large(>1000),375000.0
>35 years old,Master,28,DE/DA/BA,Medium(100-999),236000.0
>35 years old,Master,10,DE/DA/BA,Large(>1000),118000.0
>35 years old,Master,5,DE/DA/BA,Large(>1000),138000.0
18-35 years old,Bachelor,10,DE/DA/BA,Small(1-99),135000.0
18-35 years old,Doctoral(PhD),5,DS/MLE,Small(1-99),86900.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),82600.0
>35 years old,Master,10,DE/DA/BA,Small(1-99),76630.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),68440.0
>35 years old,Doctoral(PhD),17,DS/MLE,Small(1-99),160000.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),115000.0
18-35 years old,Master,14,DS/MLE,Small(1-99),155000.0
>35 years old,Master,9,DS/MLE,Large(>1000),76700.0
>35 years old,Bachelor,29,DE/DA/BA,Medium(100-999),258000.0
>35 years old,Bachelor,Less than 1 year,DS/MLE,Medium(100-999),33120.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),19600.0
18-35 years old,Master,6,DS/MLE,Large(>1000),189600.0
>35 years old,Bachelor,8,DE/DA/BA,Medium(100-999),700.0
>35 years old,Master,14,DS/MLE,Medium(100-999),115000.0
>35 years old,Bachelor,17,DE/DA/BA,Medium(100-999),110000.0
>35 years old,Bachelor,20,DS/MLE,Small(1-99),117000.0
>35 years old,Master,15,DE/DA/BA,Large(>1000),160000.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),190000.0
>35 years old,Bachelor,18,DE/DA/BA,Small(1-99),240000.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Medium(100-999),82600.0
>35 years old,Doctoral(PhD),23,DS/MLE,Small(1-99),67150.0
18-35 years old,Doctoral(PhD),Less than 1 year,DS/MLE,Small(1-99),79000.0
>35 years old,Bachelor,17,DE/DA/BA,Large(>1000),82800.0
>35 years old,Bachelor,18,DE/DA/BA,Small(1-99),105000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),345000.0
>35 years old,Bachelor,15,DE/DA/BA,Small(1-99),4000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),7080.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),64900.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),335000.0
18-35 years old,Master,2,DS/MLE,Small(1-99),55199.99999999999
>35 years old,Master,15,DE/DA/BA,Small(1-99),110000.0
18-35 years old,Master,7,DS/MLE,Large(>1000),129800.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),145000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),280000.0
18-35 years old,Master,10,DE/DA/BA,Medium(100-999),145000.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),150000.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),130000.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),135000.0
18-35 years old,Master,9,DS/MLE,Small(1-99),5900.0
18-35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),180000.0
>35 years old,Master,30,DE/DA/BA,Medium(100-999),140000.0
18-35 years old,Master,8,DS/MLE,Small(1-99),29500.0
>35 years old,Bachelor,20,DS/MLE,Large(>1000),212000.0
>35 years old,Master,18,DS/MLE,Small(1-99),106200.0
18-35 years old,Bachelor,1,DS/MLE,Small(1-99),24780.0
18-35 years old,Master,6,DE/DA/BA,Medium(100-999),3540.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),73160.0
18-35 years old,Bachelor,8,DE/DA/BA,Large(>1000),49000.0
18-35 years old,Master,4,DS/MLE,Large(>1000),59000.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),146000.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),86000.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),97571.0
>35 years old,Master,15,DE/DA/BA,Medium(100-999),137000.0
>35 years old,Bachelor,7,DE/DA/BA,Small(1-99),200000.0
>35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),120000.0
>35 years old,Master,16,DE/DA/BA,Small(1-99),106200.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),42480.0
>35 years old,Bachelor,25,DE/DA/BA,Large(>1000),200000.0
18-35 years old,Bachelor,5,DS/MLE,Medium(100-999),136000.0
>35 years old,Master,39,DE/DA/BA,Medium(100-999),125000.0
>35 years old,Bachelor,20,DS/MLE,Large(>1000),45000.0
18-35 years old,Bachelor,14,DE/DA/BA,Small(1-99),120000.0
18-35 years old,Master,13,DE/DA/BA,Small(1-99),115000.0
>35 years old,Bachelor,4,DE/DA/BA,Large(>1000),59000.0
18-35 years old,Bachelor,3,DS/MLE,Medium(100-999),71980.0
>35 years old,Bachelor,10,DE/DA/BA,Small(1-99),140000.0
18-35 years old,Master,7,DE/DA/BA,Small(1-99),53100.0
>35 years old,Bachelor,36,DE/DA/BA,Small(1-99),142200.0
>35 years old,Bachelor,2,DE/DA/BA,Small(1-99),147000.0
>35 years old,Doctoral(PhD),10,DS/MLE,Small(1-99),165000.0
18-35 years old,Master,10,DS/MLE,Medium(100-999),220000.0
>35 years old,Master,20,DS/MLE,Medium(100-999),155000.0
>35 years old,Bachelor,23,DE/DA/BA,Large(>1000),200000.0
>35 years old,Bachelor,7,DE/DA/BA,Small(1-99),130000.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),120000.0
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),215000.0
18-35 years old,Bachelor,9,DS/MLE,Large(>1000),165000.0
18-35 years old,Bachelor,12,DE/DA/BA,Medium(100-999),500000.0
>35 years old,Bachelor,23,DE/DA/BA,Large(>1000),290000.0
>35 years old,Doctoral(PhD),30,DS/MLE,Small(1-99),200000.0
>35 years old,Bachelor,18,DE/DA/BA,Large(>1000),320000.0
>35 years old,Bachelor,30,DE/DA/BA,Small(1-99),3540.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),14000.0
18-35 years old,Bachelor,9,DE/DA/BA,Small(1-99),39200.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),85500.0
>35 years old,Doctoral(PhD),13,DE/DA/BA,Small(1-99),112100.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Medium(100-999),2360.0
>35 years old,Doctoral(PhD),18,DS/MLE,Small(1-99),165600.0
18-35 years old,Bachelor,16,DE/DA/BA,Small(1-99),133200.0
18-35 years old,Master,15,DE/DA/BA,Large(>1000),165600.0
>35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),94400.0
>35 years old,Master,6,DE/DA/BA,Small(1-99),60180.0
18-35 years old,Master,Less than 1 year,DE/DA/BA,Small(1-99),3186.0
18-35 years old,Bachelor,7,DS/MLE,Medium(100-999),10920.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),51892.86
18-35 years old,Master,3,DS/MLE,Large(>1000),129800.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),4830.0
18-35 years old,Bachelor,6,DS/MLE,Small(1-99),60000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),151700.0
>35 years old,Bachelor,35,DE/DA/BA,Small(1-99),300000.0
>35 years old,Bachelor,21,DE/DA/BA,Small(1-99),130000.0
18-35 years old,Master,12,DE/DA/BA,Medium(100-999),2800.0
18-35 years old,Doctoral(PhD),10,DS/MLE,Small(1-99),108560.0
18-35 years old,Bachelor,2,DE/DA/BA,Medium(100-999),125000.0
18-35 years old,Master,9,DS/MLE,Small(1-99),19600.0
>35 years old,Doctoral(PhD),40,DS/MLE,Large(>1000),153400.0
18-35 years old,Bachelor,11,DS/MLE,Medium(100-999),42000.0
>35 years old,Master,26,DS/MLE,Large(>1000),155000.0
18-35 years old,Doctoral(PhD),8,DS/MLE,Medium(100-999),87000.0
18-35 years old,Master,2,DS/MLE,Large(>1000),31860.0
>35 years old,Master,22,DE/DA/BA,Large(>1000),175000.0
>35 years old,Master,21,DS/MLE,Large(>1000),147500.0
>35 years old,Bachelor,23,DE/DA/BA,Small(1-99),5310.0
>35 years old,Doctoral(PhD),10,DS/MLE,Small(1-99),120000.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),57600.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),118500.0
>35 years old,Doctoral(PhD),15,DE/DA/BA,Medium(100-999),158000.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),4720.0
>35 years old,Bachelor,7,DS/MLE,Small(1-99),8496.0
18-35 years old,Master,6,DS/MLE,Small(1-99),25200.0
18-35 years old,Bachelor,9,DE/DA/BA,Small(1-99),125000.0
18-35 years old,Master,11,DS/MLE,Large(>1000),70800.0
18-35 years old,Bachelor,2,DS/MLE,Medium(100-999),21000.0
18-35 years old,Master,13,DS/MLE,Small(1-99),3540.0
18-35 years old,Master,1,DS/MLE,Large(>1000),92460.0
>35 years old,Master,23,DE/DA/BA,Small(1-99),193199.99999999997
>35 years old,Doctoral(PhD),9,DS/MLE,Medium(100-999),170000.0
>35 years old,Master,8,DS/MLE,Medium(100-999),2360.0
>35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),3100.0
>35 years old,Bachelor,23,DE/DA/BA,Medium(100-999),71100.0
18-35 years old,Master,6,DS/MLE,Small(1-99),3776.0
