Age,EdLevel,YearsCodePro,DevType,CompanySize,Salary_USD
>35 years old,Master,14,DS/MLE,Small(1-99),142140.0
>35 years old,Master,35,DS/MLE,Medium(100-999),300000.0
>35 years old,Bachelor,20,DS/MLE,Large(>1000),132720.0
18-35 years old,Master,8,DE/DA/BA,Small(1-99),175000.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),78210.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),70800.0
18-35 years old,Doctoral(PhD),2,DS/MLE,Small(1-99),37760.0
18-35 years old,Master,6,DE/DA/BA,Large(>1000),37800.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),200000.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),161000.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),130000.0
>35 years old,Master,20,DS/MLE,Large(>1000),90000.0
18-35 years old,Master,20,DS/MLE,Large(>1000),72800.0
>35 years old,Master,20,DS/MLE,Small(1-99),240000.0
>35 years old,Master,4,DS/MLE,Small(1-99),90000.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),115000.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),924.0
>35 years old,Bachelor,38,DE/DA/BA,Large(>1000),110920.0
18-35 years old,Master,6,DE/DA/BA,Small(1-99),95000.0
>35 years old,Master,17,DS/MLE,Large(>1000),270000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),37800.0
18-35 years old,Bachelor,4,DS/MLE,Large(>1000),59000.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Small(1-99),55000.0
>35 years old,Master,37,DE/DA/BA,Small(1-99),5900.0
18-35 years old,Master,2,DS/MLE,Large(>1000),2879.2
18-35 years old,Bachelor,2,DE/DA/BA,Medium(100-999),3658.0
18-35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),86940.0
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),44840.0
18-35 years old,Master,10,DE/DA/BA,Small(1-99),68440.0
>35 years old,Master,25,DS/MLE,Small(1-99),94400.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),59000.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),46020.0
18-35 years old,Bachelor,4,DS/MLE,Large(>1000),35400.0
18-35 years old,Master,2,DS/MLE,Small(1-99),51059.99999999999
>35 years old,Master,32,DS/MLE,Small(1-99),108780.0
>35 years old,Doctoral(PhD),18,DS/MLE,Large(>1000),7670.0
18-35 years old,Master,3,DS/MLE,Large(>1000),2867.3999999999996
>35 years old,Bachelor,14,DE/DA/BA,Large(>1000),7080.0
>35 years old,Bachelor,13,DE/DA/BA,Medium(100-999),178000.0
>35 years old,Doctoral(PhD),15,DE/DA/BA,Small(1-99),106200.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),63720.0
18-35 years old,Bachelor,1,DE/DA/BA,Small(1-99),118500.0
>35 years old,Bachelor,14,DE/DA/BA,Small(1-99),400000.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),42480.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),118000.0
18-35 years old,Master,3,DS/MLE,Small(1-99),1400.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),140000.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),140000.0
>35 years old,Bachelor,10,DE/DA/BA,Large(>1000),93500.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),2832.0
18-35 years old,Bachelor,5,DS/MLE,Large(>1000),36400.0
>35 years old,Bachelor,9,DE/DA/BA,Small(1-99),59000.0
18-35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),285000.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),59250.0
>35 years old,Master,11,DS/MLE,Large(>1000),118000.0
18-35 years old,Bachelor,1,DE/DA/BA,Small(1-99),1040.0
18-35 years old,Bachelor,1,DE/DA/BA,Small(1-99),35400.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),110000.0
18-35 years old,Master,5,DS/MLE,Large(>1000),5428.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),21165.2
>35 years old,Master,17,DS/MLE,Large(>1000),225000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),2360.0
>35 years old,Bachelor,8,DE/DA/BA,Small(1-99),134300.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),41400.0
18-35 years old,Master,1,DS/MLE,Medium(100-999),1298.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),39200.0
>35 years old,Bachelor,10,DE/DA/BA,Small(1-99),81400.0
>35 years old,Bachelor,22,DS/MLE,Small(1-99),148000.0
>35 years old,Master,7,DE/DA/BA,Medium(100-999),25200.0
18-35 years old,Bachelor,9,DE/DA/BA,Small(1-99),187000.0
>35 years old,Bachelor,20,DE/DA/BA,Small(1-99),152000.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),60680.0
18-35 years old,Bachelor,7,DS/MLE,Small(1-99),56000.0
18-35 years old,Bachelor,2,DS/MLE,Medium(100-999),29400.0
>35 years old,Bachelor,11,DS/MLE,Medium(100-999),103600.0
18-35 years old,Bachelor,8,DE/DA/BA,Large(>1000),0.126
18-35 years old,Master,6,DS/MLE,Medium(100-999),94400.0
18-35 years old,Bachelor,7,DS/MLE,Medium(100-999),71760.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),42000.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),59000.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),60200.0
>35 years old,Master,8,DE/DA/BA,Medium(100-999),76700.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),4012.0
>35 years old,Master,25,DS/MLE,Large(>1000),53100.0
18-35 years old,Master,11,DE/DA/BA,Medium(100-999),6590.299999999999
>35 years old,Bachelor,14,DE/DA/BA,Large(>1000),2800.0
18-35 years old,Master,Less than 1 year,DE/DA/BA,Large(>1000),30680.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),82600.0
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),4967.8
>35 years old,Bachelor,11,DE/DA/BA,Large(>1000),80830.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),210.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),2832.0
18-35 years old,Bachelor,7,DS/MLE,Large(>1000),42000.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),784.0
>35 years old,Bachelor,26,DE/DA/BA,Large(>1000),42480.0
18-35 years old,Master,11,DE/DA/BA,Small(1-99),3304.0
>35 years old,Doctoral(PhD),15,DS/MLE,Small(1-99),64900.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),64900.0
>35 years old,Bachelor,32,DE/DA/BA,Large(>1000),90860.0
>35 years old,Doctoral(PhD),10,DE/DA/BA,Small(1-99),94400.0
18-35 years old,Master,4,DE/DA/BA,Small(1-99),165600.0
18-35 years old,Bachelor,4,DS/MLE,Medium(100-999),117299.99999999999
18-35 years old,Master,Less than 1 year,DS/MLE,Small(1-99),3658.0
>35 years old,Bachelor,21,DE/DA/BA,Large(>1000),130980.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),55460.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),5600.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),3186.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),99359.99999999999
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),129800.0
18-35 years old,Bachelor,1,DE/DA/BA,Medium(100-999),21000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),35990.0
>35 years old,Master,18,DE/DA/BA,Small(1-99),236000.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),41400.0
18-35 years old,Master,4,DE/DA/BA,Small(1-99),236000.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),82800.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),4130.0
18-35 years old,Bachelor,11,DE/DA/BA,Large(>1000),100300.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),39330.0
18-35 years old,Doctoral(PhD),13,DS/MLE,Large(>1000),160000.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),9030.0
>35 years old,Bachelor,18,DE/DA/BA,Large(>1000),99000.0
>35 years old,Bachelor,38,DE/DA/BA,Small(1-99),115000.0
18-35 years old,Bachelor,9,DE/DA/BA,Large(>1000),71760.0
18-35 years old,Bachelor,10,DS/MLE,Large(>1000),110399.99999999999
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),87320.0
18-35 years old,Master,5,DS/MLE,Small(1-99),3953.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),42000.0
>35 years old,Bachelor,17,DE/DA/BA,Small(1-99),42480.0
>35 years old,Bachelor,29,DE/DA/BA,Large(>1000),110000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),53100.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),59000.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),127500.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),48299.99999999999
18-35 years old,Master,3,DS/MLE,Large(>1000),2006.0
>35 years old,Master,15,DS/MLE,Medium(100-999),67260.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),84000.0
>35 years old,Bachelor,19,DE/DA/BA,Small(1-99),182500.0
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),40600.0
>35 years old,Master,25,DE/DA/BA,Large(>1000),41300.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),110000.0
>35 years old,Doctoral(PhD),13,DE/DA/BA,Large(>1000),4130.0
>35 years old,Bachelor,7,DE/DA/BA,Small(1-99),65000.0
18-35 years old,Master,2,DS/MLE,Large(>1000),103000.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),120000.0
>35 years old,Doctoral(PhD),20,DS/MLE,Small(1-99),4720.0
>35 years old,Doctoral(PhD),16,DS/MLE,Medium(100-999),230000.0
>35 years old,Master,16,DS/MLE,Medium(100-999),248000.0
>35 years old,Bachelor,18,DE/DA/BA,Large(>1000),250000.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),200000.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),140000.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),410000.0
18-35 years old,Master,10,DS/MLE,Small(1-99),14903.999999999998
18-35 years old,Bachelor,6,DS/MLE,Medium(100-999),87000.0
>35 years old,Bachelor,27,DE/DA/BA,Medium(100-999),135000.0
18-35 years old,Master,1,DS/MLE,Small(1-99),4130.0
18-35 years old,Master,3,DS/MLE,Large(>1000),124199.99999999999
18-35 years old,Master,8,DS/MLE,Large(>1000),276000.0
18-35 years old,Master,10,DE/DA/BA,Large(>1000),150000.0
>35 years old,Master,20,DS/MLE,Large(>1000),206999.99999999997
>35 years old,Bachelor,13,DS/MLE,Medium(100-999),216300.0
>35 years old,Master,15,DE/DA/BA,Medium(100-999),12000.0
>35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),90000.0
>35 years old,Doctoral(PhD),7,DS/MLE,Large(>1000),400000.0
>35 years old,Bachelor,17,DE/DA/BA,Large(>1000),79000.0
18-35 years old,Bachelor,10,DE/DA/BA,Small(1-99),79000.0
>35 years old,Master,40,DE/DA/BA,Small(1-99),69690.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),75000.0
18-35 years old,Master,4,DE/DA/BA,Small(1-99),100000.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),62400.0
18-35 years old,Master,6,DE/DA/BA,Small(1-99),2242.0
>35 years old,Bachelor,32,DS/MLE,Large(>1000),160000.0
18-35 years old,Master,8,DE/DA/BA,Medium(100-999),109000.0
>35 years old,Doctoral(PhD),16,DS/MLE,Large(>1000),100000.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),80000.0
>35 years old,Bachelor,10,DE/DA/BA,Small(1-99),131100.0
>35 years old,Master,7,DS/MLE,Large(>1000),159300.0
>35 years old,Bachelor,13,DS/MLE,Large(>1000),193000.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),65000.0
18-35 years old,Master,9,DS/MLE,Small(1-99),140000.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),55000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),4508.78
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),21594.0
18-35 years old,Master,3,DS/MLE,Large(>1000),44840.0
18-35 years old,Master,9,DS/MLE,Large(>1000),35400.0
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),160000.0
>35 years old,Master,4,DE/DA/BA,Medium(100-999),93000.0
18-35 years old,Master,8,DS/MLE,Medium(100-999),104000.0
>35 years old,Master,11,DE/DA/BA,Small(1-99),7788.0
18-35 years old,Doctoral(PhD),2,DS/MLE,Large(>1000),82800.0
>35 years old,Bachelor,14,DE/DA/BA,Medium(100-999),62099.99999999999
>35 years old,Bachelor,6,DS/MLE,Large(>1000),125000.0
>35 years old,Bachelor,15,DS/MLE,Large(>1000),111000.0
>35 years old,Master,21,DS/MLE,Medium(100-999),85100.0
>35 years old,Bachelor,8,DE/DA/BA,Medium(100-999),229400.0
18-35 years old,Master,4,DS/MLE,Large(>1000),90000.0
18-35 years old,Doctoral(PhD),1,DS/MLE,Medium(100-999),300000.0
>35 years old,Doctoral(PhD),8,DE/DA/BA,Large(>1000),127000.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),81370.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),20300.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),70300.0
18-35 years old,Master,3,DE/DA/BA,Medium(100-999),11900.0
>35 years old,Master,20,DE/DA/BA,Medium(100-999),148000.0
18-35 years old,Bachelor,3,DS/MLE,Medium(100-999),37800.0
18-35 years old,Master,2,DE/DA/BA,Large(>1000),9100.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),74000.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),10360.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),5950.0
18-35 years old,Bachelor,4,DS/MLE,Large(>1000),16800.0
>35 years old,Master,16,DS/MLE,Large(>1000),70000.0
18-35 years old,Master,4,DS/MLE,Large(>1000),25200.0
18-35 years old,Bachelor,1,DS/MLE,Large(>1000),21000.0
18-35 years old,Master,1,DE/DA/BA,Large(>1000),38940.0
>35 years old,Bachelor,16,DE/DA/BA,Medium(100-999),63720.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),49000.0
>35 years old,Doctoral(PhD),10,DE/DA/BA,Large(>1000),141600.0
18-35 years old,Bachelor,1,DS/MLE,Medium(100-999),100000.0
18-35 years old,Bachelor,4,DS/MLE,Small(1-99),14700.0
>35 years old,Bachelor,18,DE/DA/BA,Small(1-99),40000.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),700.0
>35 years old,Master,17,DE/DA/BA,Large(>1000),82600.0
>35 years old,Bachelor,2,DE/DA/BA,Small(1-99),2950.0
>35 years old,Doctoral(PhD),13,DS/MLE,Small(1-99),59000.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),5000.0
>35 years old,Master,13,DS/MLE,Small(1-99),5758.4
18-35 years old,Master,7,DE/DA/BA,Large(>1000),62540.0
>35 years old,Master,11,DE/DA/BA,Medium(100-999),2360.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),4956.0
>35 years old,Master,48,DE/DA/BA,Medium(100-999),1829.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),39200.0
18-35 years old,Master,8,DS/MLE,Medium(100-999),3372.4399999999996
18-35 years old,Master,4,DE/DA/BA,Small(1-99),2360.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),8378.0
18-35 years old,Master,4,DS/MLE,Large(>1000),70800.0
>35 years old,Master,15,DE/DA/BA,Small(1-99),94.39999999999999
>35 years old,Master,8,DE/DA/BA,Large(>1000),6000.0
>35 years old,Doctoral(PhD),5,DS/MLE,Small(1-99),4366.0
18-35 years old,Doctoral(PhD),9,DE/DA/BA,Medium(100-999),3540.0
>35 years old,Master,20,DE/DA/BA,Small(1-99),4130.0
>35 years old,Master,15,DS/MLE,Medium(100-999),57837.7
18-35 years old,Master,3,DS/MLE,Large(>1000),5428.0
18-35 years old,Master,4,DS/MLE,Large(>1000),73160.0
18-35 years old,Bachelor,12,DE/DA/BA,Small(1-99),64900.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),200600.0
18-35 years old,Bachelor,11,DE/DA/BA,Small(1-99),4248.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),14000.0
18-35 years old,Master,7,DS/MLE,Large(>1000),177000.0
>35 years old,Bachelor,11,DS/MLE,Large(>1000),86966.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),59000.0
18-35 years old,Bachelor,2,DE/DA/BA,Medium(100-999),29500.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Medium(100-999),28320.0
>35 years old,Bachelor,14,DS/MLE,Medium(100-999),6136.0
>35 years old,Master,23,DS/MLE,Small(1-99),94400.0
18-35 years old,Bachelor,7,DS/MLE,Large(>1000),39200.0
>35 years old,Master,27,DS/MLE,Medium(100-999),69000.0
>35 years old,Bachelor,42,DE/DA/BA,Large(>1000),82800.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),53144.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),75520.0
18-35 years old,Bachelor,1,DS/MLE,Medium(100-999),3894.0
>35 years old,Master,10,DE/DA/BA,Small(1-99),96599.99999999999
18-35 years old,Master,5,DS/MLE,Large(>1000),1290.0
18-35 years old,Master,2,DS/MLE,Small(1-99),35400.0
>35 years old,Doctoral(PhD),12,DE/DA/BA,Large(>1000),70300.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),124199.99999999999
18-35 years old,Bachelor,8,DE/DA/BA,Medium(100-999),86940.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),47200.0
>35 years old,Master,30,DS/MLE,Small(1-99),7080.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Large(>1000),3540.0
18-35 years old,Master,4,DE/DA/BA,Small(1-99),2360.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),60719.99999999999
18-35 years old,Master,10,DE/DA/BA,Large(>1000),151800.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),280840.0
>35 years old,Master,23,DS/MLE,Large(>1000),211139.99999999997
18-35 years old,Master,7,DE/DA/BA,Medium(100-999),10620.0
18-35 years old,Master,4,DS/MLE,Large(>1000),10108.0
>35 years old,Bachelor,6,DS/MLE,Large(>1000),59000.0
>35 years old,Doctoral(PhD),8,DS/MLE,Small(1-99),118000.0
18-35 years old,Master,4,DS/MLE,Small(1-99),2000.0
>35 years old,Doctoral(PhD),15,DS/MLE,Small(1-99),152500.0
>35 years old,Master,14,DS/MLE,Large(>1000),212400.0
18-35 years old,Doctoral(PhD),8,DS/MLE,Medium(100-999),118000.0
18-35 years old,Master,8,DS/MLE,Large(>1000),110399.99999999999
18-35 years old,Master,5,DS/MLE,Medium(100-999),124199.99999999999
18-35 years old,Master,6,DS/MLE,Medium(100-999),96599.99999999999
18-35 years old,Master,2,DS/MLE,Large(>1000),96599.99999999999
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),41400.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),2596.0
18-35 years old,Master,15,DS/MLE,Medium(100-999),118000.0
>35 years old,Doctoral(PhD),11,DE/DA/BA,Small(1-99),82010.0
18-35 years old,Doctoral(PhD),7,DE/DA/BA,Small(1-99),59000.0
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),42480.0
>35 years old,Master,5,DS/MLE,Large(>1000),112100.0
>35 years old,Master,3,DE/DA/BA,Large(>1000),5900.0
18-35 years old,Master,8,DS/MLE,Small(1-99),66080.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),193199.99999999997
>35 years old,Bachelor,18,DE/DA/BA,Medium(100-999),53100.0
18-35 years old,Master,2,DS/MLE,Large(>1000),41300.0
18-35 years old,Master,5,DS/MLE,Small(1-99),4130.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),51920.0
>35 years old,Master,11,DE/DA/BA,Medium(100-999),88500.0
>35 years old,Doctoral(PhD),6,DS/MLE,Small(1-99),3540.0
>35 years old,Doctoral(PhD),8,DE/DA/BA,Medium(100-999),54280.0
18-35 years old,Bachelor,1,DE/DA/BA,Small(1-99),38640.0
18-35 years old,Master,4,DS/MLE,Small(1-99),56640.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),50740.0
18-35 years old,Doctoral(PhD),5,DS/MLE,Large(>1000),106200.0
>35 years old,Bachelor,20,DS/MLE,Large(>1000),120000.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),165000.0
18-35 years old,Master,6,DE/DA/BA,Large(>1000),92040.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),3500.0
>35 years old,Bachelor,20,DS/MLE,Large(>1000),177000.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),53100.0
>35 years old,Master,24,DE/DA/BA,Medium(100-999),99120.0
18-35 years old,Doctoral(PhD),6,DS/MLE,Medium(100-999),5192.0
18-35 years old,Master,10,DS/MLE,Large(>1000),4484.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),56640.0
18-35 years old,Master,4,DS/MLE,Large(>1000),2596.0
>35 years old,Master,4,DE/DA/BA,Small(1-99),280.0
>35 years old,Master,9,DS/MLE,Large(>1000),88500.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),49000.0
18-35 years old,Master,6,DS/MLE,Small(1-99),46020.0
18-35 years old,Bachelor,9,DE/DA/BA,Medium(100-999),6018.0
18-35 years old,Master,5,DS/MLE,Small(1-99),42000.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),151800.0
18-35 years old,Master,Less than 1 year,DS/MLE,Small(1-99),48144.0
18-35 years old,Bachelor,7,DS/MLE,Small(1-99),252539.99999999997
18-35 years old,Master,9,DE/DA/BA,Small(1-99),3658.0
>35 years old,Doctoral(PhD),36,DE/DA/BA,Large(>1000),4720.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),4842.719999999999
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),41400.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Medium(100-999),336.0
18-35 years old,Bachelor,1,DS/MLE,Medium(100-999),90000.0
>35 years old,Master,10,DE/DA/BA,Medium(100-999),71760.0
>35 years old,Master,10,DS/MLE,Medium(100-999),133000.0
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),52301.99999999999
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),98000.0
>35 years old,Master,4,DS/MLE,Large(>1000),140000.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),76700.0
18-35 years old,Master,6,DS/MLE,Large(>1000),140000.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),100330.0
>35 years old,Bachelor,14,DE/DA/BA,Medium(100-999),130000.0
>35 years old,Master,3,DE/DA/BA,Large(>1000),44840.0
>35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),150000.0
>35 years old,Master,15,DE/DA/BA,Medium(100-999),117299.99999999999
>35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),92000.0
>35 years old,Bachelor,6,DE/DA/BA,Large(>1000),107000.0
>35 years old,Master,7,DS/MLE,Large(>1000),200000.0
>35 years old,Master,5,DE/DA/BA,Small(1-99),122000.0
>35 years old,Doctoral(PhD),Less than 1 year,DS/MLE,Medium(100-999),71000.0
18-35 years old,Master,2,DE/DA/BA,Large(>1000),1770.0
18-35 years old,Master,3,DS/MLE,Small(1-99),70000.0
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),21996.379999999997
>35 years old,Master,13,DS/MLE,Medium(100-999),161650.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),12000.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),70800.0
>35 years old,Bachelor,5,DE/DA/BA,Small(1-99),50369.99999999999
18-35 years old,Master,8,DS/MLE,Small(1-99),187000.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),75520.0
>35 years old,Bachelor,20,DS/MLE,Medium(100-999),144000.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),2714.0
>35 years old,Master,5,DS/MLE,Medium(100-999),7080.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),50740.0
>35 years old,Master,22,DS/MLE,Large(>1000),275000.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),155000.0
>35 years old,Doctoral(PhD),9,DS/MLE,Small(1-99),230000.0
18-35 years old,Master,1,DS/MLE,Small(1-99),49560.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),45000.0
>35 years old,Master,7,DS/MLE,Small(1-99),88500.0
>35 years old,Bachelor,23,DE/DA/BA,Large(>1000),103000.0
>35 years old,Doctoral(PhD),15,DS/MLE,Medium(100-999),94400.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),87320.0
>35 years old,Master,15,DS/MLE,Small(1-99),2478.0
18-35 years old,Master,8,DE/DA/BA,Medium(100-999),76700.0
>35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),62000.0
18-35 years old,Bachelor,4,DS/MLE,Large(>1000),98000.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),32200.0
18-35 years old,Doctoral(PhD),6,DE/DA/BA,Small(1-99),150000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),56000.0
18-35 years old,Master,4,DS/MLE,Small(1-99),100000.0
18-35 years old,Doctoral(PhD),5,DS/MLE,Small(1-99),138000.0
>35 years old,Bachelor,14,DE/DA/BA,Small(1-99),104030.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),85000.0
>35 years old,Bachelor,Less than 1 year,DS/MLE,Large(>1000),6844.0
18-35 years old,Bachelor,1,DS/MLE,Large(>1000),91500.0
>35 years old,Doctoral(PhD),25,DS/MLE,Large(>1000),123651.0
18-35 years old,Bachelor,9,DE/DA/BA,Small(1-99),100000.0
